Symbol,Change_2d,Change_5d,Change_10d,Change_30d,Change_60d,Change_180d,MTD Change,YTD Change
ROG,-0.007360741,,0.050736074,0.163249183,0.253811739,0.373159815,-0.048286221,-0.251254784
ROIV,0.002843577,,0.018009439,0.022748793,0.007582931,0.131753494,-0.017690837,-0.108199471
ROK,0.019686975,,0.082971905,0.135186371,0.026526296,-0.017341788,-0.076615011,-0.06807406
ROKU,0.021682972,,0.199167187,0.214819058,0.137133876,0.07251584,-0.166087922,-0.063222991
ROL,0.007127701,,0.009246764,-0.040461291,-0.114966202,-0.034002981,-0.009162045,0.123562252
ROP,0.018912969,,0.033141847,0.015501581,-0.111427324,-0.02751097,-0.0320787,0.090045024
ROST,0.026972417,,0.090711341,0.104780502,0.179479306,0.203920293,-0.083167138,-0.14953401
RPD,0.016702944,,0.056281742,0.390704356,0.415395724,0.242193099,-0.053282889,-0.315436211
RPM,0.023005085,,0.05169776,0.035568716,0.018709309,0.021978096,-0.04915648,-0.038866256
RPRX,0.008934101,,0.036352444,-0.029247482,-0.097493958,-0.158627127,-0.035077299,0.280896887
RRC,-0.026435291,,-0.008811798,0.060347083,0.019225565,-0.226552319,0.008890136,0.040856066
RRR,0.031068864,,0.158590308,0.168791992,0.001391086,0.244550657,-0.136882129,-0.067257796
RRX,-0.009872633,,0.091890908,0.151801515,0.259218573,0.302643224,-0.084157591,-0.236060089
RS,0.003444484,,0.050749063,0.029568599,-0.055754375,-0.020769748,-0.048297985,0.050314811
RSG,0.00686201,,0.022916566,-0.041474258,-0.109706153,-0.116976385,-0.022403162,0.155084832
RTO,0.038149794,,0.202193606,0.201239931,0.117310495,0.195040548,-0.168187224,-0.171800965
RTX,0.003200403,,0.038092302,-0.003948276,-0.105999869,-0.079757336,-0.036694524,0.112671733
RUM,0.024390251,,0.196405615,0.572528891,0.406931976,-0.267008977,-0.164163067,-0.401229837
RUN,0.008658001,,0.046176072,0.206349187,0.448773479,1.774891778,-0.044137955,-0.250810829
RUSHA,-0.002563622,,0.064640153,0.089284522,-0.003634056,-0.073618697,-0.060715494,-0.000199462
RUSHB,-0.010652008,,0.042424197,0.028693599,-0.036663829,-0.135130377,-0.040697633,0.003355616
RVMD,-0.053227044,,0.047570129,0.081512009,0.074312148,0.123682218,-0.045409971,-0.110882535
RVTY,0.047024489,,-0.006818957,0.017003172,0.007911004,0.079408675,0.006865775,0.012330118
RXO,0.088951826,,0.159773357,0.217563753,0.375070877,0.456090726,-0.137762569,-0.259647672
RXRX,0.011551184,,0.239273977,0.262376265,0.135313561,0.084158454,-0.193075931,-0.103550335
RXST,-0.026729571,,0.114779875,0.260220153,0.314072311,1.160377277,-0.102961919,-0.260034911
RY,0.024109453,,0.071059514,0.069428042,0.073325444,0.111003643,-0.066345066,-0.084474319
RYAAY,0.004902033,,0.03431374,-0.032395497,-0.084398961,-0.089831978,-0.033175369,0.076393622
RYAN,0.006160137,,0.024774159,-0.005973487,-0.084892344,-0.063195792,-0.024175238,0.064494523
RYN,-0.004393956,,-0.030025621,-0.059318893,-0.086415187,0.083949462,0.030955066,0.046360118
RYTM,-0.029964042,,0.096883706,0.167998394,0.122053468,-0.008789501,-0.088326325,-0.105752022
S,-0.030933329,,0.100266622,0.312533366,0.195733337,0.209600016,-0.091129386,-0.155405434
SAIA,0.013855499,,0.132332218,0.371691682,0.246328738,0.196078416,-0.116866954,-0.206569707
SAIC,0.050098875,,-0.069686424,-0.005179424,0.093699941,0.279053199,0.074906382,-0.046909058
SAM,0.009346215,,0.054779125,0.017048169,0.107913925,0.165419046,-0.051934214,-0.229581998
SAN,0,,-0.001564906,-0.125195576,-0.276995308,-0.252305067,0.001567359,0.401315778
SANA,-0.083636371,,-0.050909129,-0.005454584,0.330909122,0.625454469,0.053639889,0.687116569
SANM,-0.01455279,,0.09372492,0.18958607,0.033244297,-0.104405868,-0.08569332,-0.010175719
SAP,0.002455151,,0.054973667,0.076993807,-0.035063545,-0.151110648,-0.052109042,0.058730378
SATS,-0.049811309,,0.178490549,0.096226386,-0.12867924,-0.084150926,-0.15145692,0.157205259
SBAC,0.020370227,,-0.011432739,-0.064014158,-0.125487723,0.097270662,0.011564958,0.081550515
SBCF,0.003951023,,0.117344974,0.153299137,0.013433432,0.064492651,-0.105021257,-0.080639345
SBLK,-0.002533246,,-0.010132986,-0.008233066,-0.034198858,0.270410759,0.010236714,0.056187302
SBRA,0.027075742,,-0.000601698,-0.017394858,-0.019758157,0.080348377,0.000602061,-0.022840874
SBS,-0.0036475,,-0.020668701,0.018237035,-0.129483342,0.037081986,0.021104912,0.147941441
SBSW,-0.071782169,,-0.210396018,-0.009900981,-0.108910906,-0.007425677,0.266457646,0.22424243
SBUX,0.015565328,,0.162984489,0.113158905,-0.078610037,-0.021538214,-0.140143304,0.097210635
SCCO,-0.00450148,,0.000787753,0.084233632,0.057083085,0.089361708,-0.000787133,-0.017875471
SCHW,-0.016972586,,0.097419587,0.116342211,0.000815894,-0.148574113,-0.088771503,-0.017556133
SCI,0.052394678,,0.012879814,-0.047767908,-0.043141235,-0.004475937,-0.012716034,0.001879247
SCL,-0.01830195,,0.040077982,0.036541452,0.014817006,0.236718295,-0.038533632,-0.082223088
SDGR,-0.078485724,,0.030009216,0.162511564,-0.109418234,-0.042936302,-0.029134901,0.122861525
SDRL,-0.029669912,,0.064354325,0.365649807,0.531132425,0.629335611,-0.060463253,-0.385306958
SE,-0.003053789,,-0.003445325,-0.019027487,-0.152063255,-0.364341078,0.003457236,0.203675786
SEB,0.031097819,,0.043962429,-0.042801626,-0.087288063,0.148484439,-0.042111122,0.105592759
SEDG,0.034891053,,0.027414365,-0.114018633,-0.083489051,0.227414436,-0.026682871,0.18014697
SEE,0.005287503,,0.129543954,0.121612636,0.092200892,0.09310641,-0.114686953,-0.10552768
SEIC,0.004451063,,0.079714105,0.13744271,0.065551668,-0.103956521,-0.0738289,-0.101115466
SEM,0.024734987,,0.067550135,0.099242003,0.072245268,0.107418104,-0.063275844,-0.096073554
SEMR,0.010416607,,0.145833288,0.913541678,0.197916619,0.414583269,-0.127272693,-0.191919168
SF,-0.024281137,,0.125985027,0.161506723,0.102657361,-0.093625588,-0.111888723,-0.110967823
SFBS,0.017738389,,0.125893092,0.115792085,0.002956367,-0.042261094,-0.111816204,-0.038208619
SFM,-0.0160107,,0.099992513,0.251945662,0.022755852,-0.243199202,-0.090902903,0.061698308
SFNC,0.013719535,,0.116361736,0.155487775,0.065040587,0.054183238,-0.104233003,-0.112714155
SG,-0.039049892,,-0.083735906,0.167069227,0.332528111,0.392109566,0.091388396,-0.225202773
SGRY,0.001269602,,0.019043622,0.082522253,-0.126110861,0.31189171,-0.018687739,0.116202129
SHAK,0.019368231,,0.252017537,0.267004891,0.480631725,0.17650456,-0.201289143,-0.331741172
SHC,0.037785615,,0.095782086,0.218804899,0.152021048,0.476274083,-0.087409794,-0.168128665
SHEL,-0.000299306,,0.009729106,-0.020697802,-0.038320094,-0.011595744,-0.009635362,0.07785589
SHG,0.008054123,,0.029317005,0.10695875,0.08311849,0.359858178,-0.028481998,-0.055961073
SHO,0.022155016,,0.055387635,0.134944624,0.186304066,0.005766128,-0.052480846,-0.161317553
SHOO,0.050262572,,0.220992168,0.404941564,0.523726602,0.690211095,-0.180993927,-0.368409918
SHOP,-0.002151662,,0.204948937,0.289940887,0.115761189,-0.220548689,-0.170089313,-0.125834709
SHW,0.013483683,,0.023964624,0.015174158,-0.06679496,0.059123898,-0.023403762,0.040777501
SID,0.006802714,,-0.027210939,0.088435369,-0.095238084,0.476190499,0.027972086,0.020833313
SIG,0.019255182,,0.10706732,0.146635644,0.621455776,0.922667867,-0.096712565,-0.414446799
SIGI,0.008484693,,0.028322212,0.003401682,0.067043669,0.077761655,-0.027542158,-0.101111602
SIM,-0.064327471,,-0.006237811,-0.044444421,0.056920117,0.080311871,0.006276965,-0.05524862
SIMO,-0.0609848,,0.062499986,0.009090901,0.0030303,0.118806292,-0.058823517,-0.023126735
SIRI,0.074449276,,0.065638754,0.139207037,-0.091941091,0.057358341,-0.06159569,0.006098299
SITC,0.015612787,,0.093676797,0.156908603,0.150663489,3.714285512,-0.08565309,-0.162197485
SITE,0.021534756,,0.014945767,0.077380515,0.029570173,0.133306523,-0.01472568,-0.055551393
SITM,-0.039130405,,-0.007992328,0.098721247,0.479411854,-0.0633631,0.00805672,-0.270964458
SJM,0.02485556,,-0.032644874,-0.107804291,-0.125994714,0.035662311,0.033746525,0.048361099
SKM,-0.011715089,,0.02577316,-0.003280211,-0.020149967,0.139175225,-0.025125594,0.014258518
SKT,-0.005477794,,0.078819236,0.007608034,-0.016105313,-0.047121436,-0.073060652,-0.029193444
SKX,-0.012217037,,0.095760004,0.169780826,0.259252543,0.2091269,-0.087391403,-0.172218893
SKY,0.011993178,,0.087879417,0.119083009,-0.087136478,0.014328152,-0.080780476,0.069466548
SKYW,-0.024197463,,0.184834687,0.357450828,0.330618081,-0.062529959,-0.156000402,-0.166283775
SLAB,0.080856173,,0.13327948,0.182471695,0.075040332,-0.105411977,-0.117605129,-0.003381083
SLB,0.026447044,,0.039421106,0.028193543,-0.043089516,-0.01612528,-0.037926021,0.052661678
SLF,0.005735456,,0.027752082,0.089361737,0.059944528,0.037557865,-0.027002701,-0.089147302
SLG,0.034722223,,0.120486157,0.117911236,0.064827007,0.178891955,-0.10753025,-0.145224054
SLGN,0.013787685,,0.069726234,0.049832554,-0.004924168,-0.008014245,-0.065181381,-0.024591716
SLM,0.012302231,,0.056422589,0.017930887,-0.056952959,-0.260708137,-0.053409109,0.036170392
SLVM,-0.023952186,,0.064371186,0.144910178,0.127245503,0.138673719,-0.060478137,-0.149827778
SM,-0.058479493,,0.125214979,0.355693163,0.483992575,0.334279681,-0.111280938,-0.246343212
SMCI,-0.096474011,,0.015181169,0.044319328,-0.201763018,0.119392738,-0.014954147,0.339895038
SMFG,0.00134315,,0.028206855,-0.018804613,-0.051040981,-0.137676302,-0.027433055,0.027605285
SMG,-0.006131027,,-0.055017746,0.061191548,0.059754667,0.103788632,0.05822093,-0.055816407
SMMT,-0.02756758,,0.118378407,0.108108108,-0.035135115,0.725945962,-0.105848259,0.036704999
SMPL,0.006413819,,0.052704946,0.051031734,-0.041829336,-0.047685417,-0.050066209,-0.08004102
SMTC,-0.023602491,,0.186024774,0.167701788,1.054347825,0.292857145,-0.156847292,-0.479385585
SN,-0.027169621,,0.179858501,0.238239601,0.213315371,0.159088337,-0.152440738,-0.085147914
SNA,0.011080336,,0.016203504,0.008071482,-0.015842089,-0.174971714,-0.015945137,-0.00470497
SNAP,0.024830731,,0.156884921,0.208803663,0.407449295,0.074492193,-0.13560979,-0.177344542
SNDR,0.041786172,,0.080704602,0.169192999,0.157722262,0.132188325,-0.074677763,-0.166325161
SNDX,-0.036153867,,0.203076949,0.163846163,0.008461512,0.470769295,-0.168797972,-0.016641472
SNEX,-0.017777414,,0.100100241,0.081593552,-0.101194328,-0.268757432,-0.090991928,0.119628469
SNN,-0.003351219,,-0.029490652,-0.171581797,-0.197386038,0.04553635,0.030386778,0.213995128
SNOW,-0.015410258,,0.181454392,0.24162777,0.083789282,-0.241694444,-0.153585609,-0.029208015
SNPS,-0.001927154,,0.061762809,0.233700256,0.143633363,0.137898244,-0.058170062,-0.112658633
SNV,-0.002738451,,0.183934309,0.257873102,0.163167539,0.002052554,-0.155358543,-0.14464181
SNX,-0.011279038,,0.07691711,0.122660013,0.046433833,-0.121430298,-0.071423427,0.091946773
SNY,0.010384691,,-0.07269323,-0.092952039,-0.170412017,-0.02740893,0.078391782,0.217914208
SO,0.031742516,,-0.003440594,-0.058927971,-0.105040591,-0.023736647,0.003452473,0.103795657
SOFI,-0.007104789,,0.285079927,0.343694477,0.256660687,-0.312611047,-0.221838285,-0.268831136
SOLV,0.023059692,,0.0508631,-0.020819632,-0.116220843,-0.077612326,-0.048401262,0.148804151
SON,0.016340618,,0.028166016,0.007021635,-0.023384645,0.159051393,-0.027394425,-0.037261481
SONO,0.031596916,,0.128949635,0.178479944,0.239965876,0.005977771,-0.114220892,-0.22140957
SONY,-0.004357315,,0.091067542,-0.023093711,-0.113289773,-0.1857081,-0.083466457,0.084593617
SPB,0.013380713,,0.057345777,0.032655455,0.134305994,0.254057387,-0.054235595,-0.127898903
SPG,0.011071676,,0.124333373,0.090921776,0.032919802,-0.020330928,-0.110584081,-0.038897824
SPGI,0.017479197,,0.111958313,0.071609497,0.003856659,0.078351212,-0.100685711,-0.034464851
SPNS,-0.002564091,,0.010256436,-0.025274676,-0.073260075,0.31721612,-0.010152309,0.016002917
SPNT,-0.020903538,,0.034389766,-0.051921747,-0.027646652,-0.051247487,-0.033246429,-0.095179959
SPOT,-0.037762592,,0.19583433,0.254208952,-0.096196215,-0.335418157,-0.163763763,0.136483519
SPR,-0.020402009,,0.062728422,0.044762522,0.041717385,0.013093797,-0.059025825,-0.036385024
SPSC,-0.004663694,,0.052881153,0.400442615,0.415935514,0.524385447,-0.050225187,-0.312408292
SPT,0.000426813,,0.131882207,0.406316702,0.301749876,0.186086238,-0.116515841,-0.237056301
SPXC,-0.006361845,,0.090112965,0.154254925,0.033305867,0.130154923,-0.082663878,-0.081844443
SQM,-0.02060401,,-0.101615552,-0.101615552,-0.101615552,-0.104893459,0.113109207,0.174642419
SR,-0.0027203,,0.009361599,-0.056038186,-0.138247341,-0.139323009,-0.009274772,0.122617392
SRAD,-0.032786879,,0.073522181,0.062593159,-0.056135082,-0.418777929,-0.068486877,0.160899595
SRE,0.009885162,,0.040412832,0.195086466,0.14449778,0.189013228,-0.038843074,-0.215800274
SRPT,-0.010128057,,0.059974193,0.119451881,0.239102394,0.237712269,-0.056580805,-0.171724631
SSB,-0.000552497,,0.113935301,0.159686208,0.01962278,0.03836062,-0.102281794,-0.085792151
SSD,0.030764388,,0.034287493,0.049889953,-0.006165434,0.137145941,-0.033150834,-0.039867146
SSL,-0.027334827,,-0.004555804,-0.002277848,0.154897569,0.574031904,0.004576655,-0.037280719
SSNC,0.016683031,,0.089303321,0.067774052,-0.085621333,-0.088699015,-0.081982051,0.078774116
ST,0.019572273,,0.045668729,-0.068867245,-0.016556394,0.245841544,-0.043674184,0.011639681
STAA,0.071428542,,-0.045801535,0.232824451,0.254089412,0.765539847,0.048000009,-0.244956795
STAG,0.011273023,,-0.010723107,-0.04950957,-0.115721053,0.078637097,0.010839338,0.083048784
STE,0.0152153,,-0.038586351,-0.016443041,-0.097868948,0.070714579,0.040135014,0.109457094
STEP,-0.06070727,,0.181925305,0.209337689,0.132836973,0.010194684,-0.153922845,-0.116955383
STLA,0.031250029,,0.019230828,0.03926288,0.004006426,0.207532071,-0.018867981,-0.04367821
STLD,-0.011262012,,0.118499544,0.10028149,-0.036684334,-0.072759947,-0.105945098,0.05864822
STM,0.00521666,,-0.009229516,-0.095906877,-0.014847546,0.143571688,0.009315494,-0.002002372
STN,0.034508361,,0.054792831,-0.031910969,-0.05850335,-0.044269834,-0.051946533,0.030592755
STNE,0.008714588,,0.007625239,0.02941171,-0.144880213,0.333333264,-0.007567535,0.151819391
STNG,0.009981641,,0.046755944,0.263199384,0.44076698,0.786708621,-0.044667474,-0.233849854
STR,-0.00926404,,0.029336062,0.042202763,0.094698926,0.087896082,-0.028499985,0.013034411
STRA,0.029753781,,-0.000498071,0.241775414,0.135656628,0.161204752,0.000498319,-0.137549459
STRL,-0.040262624,,0.099101447,0.301624302,0.412821905,0.098151035,-0.090165878,-0.312911844
STT,0.012599181,,0.157606182,0.14384043,0.095543658,-0.044269,-0.136148359,-0.11982748
STVN,0.069063436,,-0.118259228,0.008987727,0.085146698,-0.088457852,0.134120176,-0.029830266
STWD,0.025176233,,0.03323262,-0.014098725,-0.073011114,-0.031182268,-0.032163735,0.048021098
STX,-0.006438974,,0.171783399,0.124525718,0.021846631,0.157863198,-0.14659996,0.007646897
STZ,0.022724856,,-0.052682688,-0.109359792,-0.024419911,0.349563828,0.055612504,-0.156737912
SU,0.007914041,,0.081967146,0.11729784,0.113058222,0.02996036,-0.075757518,-0.00840805
SUI,0.014257138,,0.049244757,-0.032444448,-0.071131289,0.120815489,-0.046933527,0.055216664
SUN,-0.003090664,,0.009787082,-0.027129152,-0.132829864,-0.110314505,-0.009692224,0.149813647
SUPN,0.025608984,,0.001249248,0.184572135,0.170830766,-0.028419732,-0.001247689,-0.114491134
SUZ,0.004228326,,0.015856196,0.078224077,0.064481993,0.0327696,-0.015608702,-0.065217377
SVV,0.027777786,,0.09356723,0.621345015,0.529239738,0.479532114,-0.085561479,-0.332682912
SWI,0.001092921,,0.000546461,0.000546461,-0.246448058,-0.317486323,-0.000546162,0.284210473
SWK,0.046463896,,0.034106966,0.024904826,-0.042856554,0.200154669,-0.032982048,0.042172845
SWKS,0.055987095,,-0.0230104,-0.062483318,0.308230208,0.474433702,0.023552349,-0.222506684
SWTX,-0.048143069,,0.134997033,0.061112216,-0.155040273,-0.264688571,-0.118940428,0.408524713
SWX,0.012800865,,0.044246559,0.054253411,-0.055616448,-0.010583701,-0.042371755,0.024598691
SXI,-0.012991817,,-0.013787284,0.038021879,-0.060602912,-0.091394708,0.013980031,0.010202418
SXT,-0.008377283,,-0.062288886,0.028374523,-0.095493503,0.009464737,0.06642652,0.044292301
SYF,0.005962638,,0.167147497,0.260242249,0.222136587,-0.100852037,-0.14321026,-0.197244381
SYK,0.013222334,,0.057214798,0.074762509,0.00101288,0.008982505,-0.054118423,0.014553592
SYM,0.000945648,,0.073286107,0.332860569,0.209929107,-0.000472824,-0.068281986,-0.107971302
SYNA,0.032027852,,0.04867607,0.101157401,0.204693257,0.182337087,-0.046416688,-0.173611112
SYY,0.035024164,,0.013687659,-0.057971013,-0.012479876,0.013089756,-0.013502836,-0.018762929
T,0.048827391,,0.053825437,-0.044213749,-0.166089952,-0.188854939,-0.051076236,0.156791472
TAC,-0.060085782,,0.109442113,0.153433514,0.418455011,-0.021459208,-0.098646078,-0.34134276
TAK,0.009395996,,-0.032885892,-0.098657675,-0.130872474,-0.013422806,0.034004148,0.125377634
TAL,-0.013750978,,-0.012987019,0.040488902,-0.293353713,-0.432391158,0.013157901,0.306387181
TALO,0.020166082,,0.06761562,0.154211055,0.262158951,0.309608489,-0.063333299,-0.131822835
TAP,0.041556263,,0.014735089,-0.118481905,-0.138363361,-0.103755089,-0.014521119,0.061774588
TAP,0.041556263,,0.014735089,-0.118481905,-0.138363361,-0.103755089,-0.014521119,0.061774588
TAP,0.041556263,,0.014735089,-0.118481905,-0.138363361,-0.103755089,-0.014521119,0.061774588
TAP,0.041556263,,0.014735089,-0.118481905,-0.138363361,-0.103755089,-0.014521119,0.061774588
TBBB,-0.016326515,,0.086530646,0.112653071,0.264489777,0.25224491,-0.079639398,-0.133663387
TCBI,0.012701122,,0.117132416,0.159045957,0.03372847,-0.010302051,-0.104850969,-0.093861849
TCOM,0.010228951,,-0.079720731,0.110407521,0.025328809,-0.232180536,0.086626673,-0.102971208
TD,0.018727274,,0.038841716,0.041095939,-0.060343327,0.051671786,-0.037389446,0.097878896
TDC,0.00805731,,0.067144136,0.38451209,0.357206781,0.276186215,-0.062919463,-0.282825026
TDG,0.012258824,,0.035859559,0.011690586,-0.043761893,-0.018484561,-0.034618167,0.041498299
TDOC,-0.007777744,,0.062222269,0.539999962,0.096666654,-0.101111094,-0.058577447,-0.009901007
TDW,-0.007380149,,0.122263154,0.373677689,0.36432957,0.758425601,-0.108943392,-0.256991369
TDY,-0.019163866,,0.054461335,0.046742529,-0.065558369,-0.124216887,-0.05164849,0.052334493
TEAM,-0.03663546,,0.268451593,0.441053073,0.081615318,-0.269344038,-0.211637239,-0.079217678
TECH,0.075765353,,0.056097122,0.19439402,0.252303041,0.274199677,-0.053117389,-0.187281093
TECK,-0.02985466,,0.046988612,0.12071645,0.091121451,0.200410149,-0.044879774,-0.049592854
TEF,-0.006521681,,-0.04347822,-0.086956544,-0.143478231,0.026086932,0.045454501,0.144278589
TEL,0.024142263,,0.065509141,0.035487029,-0.02524899,0.008854447,-0.061481538,0.011121189
TENB,-0.01443745,,0.038953973,0.112775797,0.048488222,0.08253889,-0.037493454,-0.067800963
TEO,-0.019143121,,0.046490361,0.065633482,0.250683677,-0.268915199,-0.044425026,-0.12867354
TER,0.205581734,,0.261743436,0.308587323,0.539305314,0.503905694,-0.207445847,-0.307793082
TEVA,-0.088819893,,0.022360167,0.044099321,0.30062112,0.143478224,-0.021871125,-0.269509995
TEX,0.006438789,,0.003683478,0.099612909,0.084816646,0.264218131,-0.00366996,-0.122660483
TFC,0.01152591,,0.161363033,0.168185329,0.059914452,0.024957545,-0.138942801,-0.069577125
TFII,0.015668977,,0.109682933,0.588321657,0.632757998,0.739559245,-0.098841687,-0.395291993
TFIN,0.019637939,,0.175717159,0.300375679,0.423326443,0.386270465,-0.149455299,-0.355633768
TFPM,-0.040771338,,-0.090909072,-0.07052335,-0.148209346,-0.066666618,0.099999977,0.206781893
TFSL,0.018211943,,0.067708666,0.087136307,-0.018906041,0.04301458,-0.063414926,-0.016436649
TFX,-0.002521294,,-0.046111834,0.23204273,0.254677222,0.764865502,0.048340922,-0.218073549
TGLS,0.002781646,,0.138309453,0.206768621,0.147890586,0.029196612,-0.121504265,-0.184190629
TGNA,-0.005061876,,0.016368548,0.021394486,-0.003735528,-0.207317578,-0.016104933,-0.02094635
TGS,-0.017305318,,0.046971544,0.088174674,0.316440056,-0.128141762,-0.044864203,-0.170823366
TGT,0.009666516,,0.101809112,0.154397738,0.245321499,0.321413679,-0.09240177,-0.158739177
TGTX,0.044740355,,-0.198668422,-0.141145122,-0.230892151,-0.368042609,0.247922866,0.247508264
THC,-0.002135711,,0.001344709,0.103069126,0.012260743,0.284686015,-0.001342904,0.001505148
THG,-0.008909098,,0.033515144,-0.018363629,-0.108303001,-0.119020959,-0.032428305,0.066856305
THO,0.042655843,,0.261774833,0.284245372,0.18471504,0.285538892,-0.207465569,-0.172711868
THS,0.011768572,,0.029094455,0.096109794,0.090552483,0.398169344,-0.0282719,-0.129234295
TIGO,-0.02079075,,-0.10429446,-0.078050474,-0.187457395,-0.107864985,0.116438333,0.221747805
TIMB,0.023876416,,-0.029494388,-0.049157291,-0.19803369,0.139952914,0.030390744,0.210884311
TIXT,0.038596539,,0.014035158,0.322807055,0.129824609,0.280701831,-0.013840899,-0.272959222
TJX,0.012831535,,0.07440578,0.072970308,0.030813896,0.025482782,-0.06925296,-0.03591532
TKC,0.006992967,,-0.051748235,0.032167834,-0.055944069,-0.037762235,0.054572253,0.098310268
TKO,-0.020874949,,0.037822981,0.19262837,-0.034240451,-0.205373743,-0.03644454,0.021391832
TKR,0.000937203,,0.084482492,0.086944451,-0.031842123,0.058645721,-0.077901204,0.050979737
TLK,0.0164835,,-0.00274725,0.015796671,0.114697739,0.400412006,0.002754818,-0.114893633
TLRY,0.065573706,,0.213114741,0.606557371,1.016393427,1.852458965,-0.175675667,-0.541353388
TM,0.020701281,,-0.016528494,0.002872155,-0.00574431,-0.049531239,0.016806277,-0.051795909
TMDX,-0.023946825,,0.128159615,0.038285237,0.017147022,1.238285214,-0.113600605,0.085004061
TME,0.054054041,,-0.001638039,0.02129404,-0.120393142,-0.221130205,0.001640727,0.075770892
TMHC,0.001985486,,0.019854414,0.029450738,-0.022005262,0.136002734,-0.019467891,-0.012579652
TMO,0.024504036,,0.028704802,0.075184699,0.054667415,0.187701262,-0.027903829,-0.011590966
TMUS,0.038804656,,0.050726568,-0.006593019,-0.179506295,-0.215225842,-0.048277611,0.166709959
TNC,-0.006807444,,0.015962449,0.026122528,-0.067448417,0.078066081,-0.015711653,0.048652174
TNDM,0.015092256,,0.237562892,0.96925661,1.012297441,1.457797804,-0.191960258,-0.503331506
TNET,0.014780373,,0.008758716,0.285890235,0.229369128,0.331995605,-0.008682667,-0.192775051
TNK,0.020323034,,0.050668252,0.173997782,0.262806317,0.525736251,-0.048224786,-0.097260685
TNL,0.058494083,,0.157851084,0.144160981,0.036506994,-0.128108235,-0.136331076,-0.044400429
TOL,0.0000936,,0.045024782,0.172049021,0.156416726,0.39752937,-0.043084894,-0.150267729
TOST,0.001195842,,0.153961064,0.237668179,0.067264572,-0.217040361,-0.133419635,-0.082304525
TOWN,0.001185212,,0.092740772,0.08711107,-0.047999968,-0.018607246,-0.084869875,-0.009101625
TPG,-0.043800144,,0.134279223,0.271125739,0.27153333,0.143454813,-0.118382864,-0.219054594
TPH,0.001234478,,-0.022839557,0.101543116,0.058024604,0.37530862,0.023373395,-0.106453309
TPL,0.002892782,,0.074519875,0.039333357,-0.02106148,-0.391850855,-0.069351789,0.201597879
TPR,-0.017646301,,0.181772521,0.093644694,-0.070990047,-0.411679026,-0.153813461,0.106402124
TR,0.016713001,,-0.071395758,-0.077089054,-0.086977396,-0.012477342,0.076885022,0.032250764
TREX,0.000925226,,0.141561761,0.299592934,0.194855637,0.223167975,-0.124007098,-0.217151936
TRGP,-0.015177438,,0.113306466,0.136762506,0.062936883,-0.188786226,-0.101774731,0.018793485
TRI,0.011940142,,0.041528364,0.042168968,-0.096685922,0.005882663,-0.039872523,0.070519998
TRIP,-0.019159859,,0.090641159,0.356669142,0.046425949,-0.004421479,-0.083108141,-0.081245818
TRMB,0.000300861,,0.082568893,0.118363709,0.056249144,-0.15024813,-0.076271259,-0.05901508
TRMD,0.028554997,,0.014710186,0.158927096,0.279492442,0.865899575,-0.014496934,-0.108740442
TRN,-0.004082985,,0.057842831,0.260632869,0.17965641,0.068480372,-0.054679986,-0.155918145
TRNO,0.006066041,,0.00340292,-0.011392169,-0.143068482,0.013233766,-0.00339138,0.142881248
TROW,0.025648946,,0.097819293,0.138317749,0.127206642,0.074642888,-0.089103273,-0.148465769
TROX,0.059506579,,0.108127776,0.392299613,0.295195634,0.70361435,-0.097576993,-0.304587562
TRP,-0.001296206,,-0.033484537,0.01965867,0.008857201,-0.009352065,0.034644595,-0.005157917
TRU,-0.017496991,,0.123086232,0.148424998,0.052672392,0.217032071,-0.109596421,-0.111209085
TRV,0.008053063,,0.011300951,-0.051570344,-0.090654627,-0.073406129,-0.011174666,0.061071221
TS,-0.02643055,,0.031335087,0.084196188,0.047138951,-0.239718378,-0.030383032,-0.028843613
TSCO,0.06101634,,0.026520778,0.005385925,0.008341325,0.024912195,-0.025835598,0.020324408
TSEM,-0.021438185,,0.153324335,0.274355523,0.381546864,0.162822259,-0.132941212,-0.284604937
TSLA,-0.036560013,,0.270621948,0.521077319,0.711943738,-0.001257735,-0.212983845,-0.42903129
TSLX,0.020833378,,0.064764507,-0.003018587,-0.053590104,-0.077028724,-0.060825193,0.0397583
TSM,-0.001871716,,0.055916228,0.21629523,0.218751791,0.00575509,-0.052955174,-0.134285298
TSN,0.010112525,,0.000489297,-0.066434715,-0.122083003,-0.014447816,-0.000489057,0.076197454
TT,0.013175213,,0.059108939,0.079290968,0.129237049,0.090639658,-0.055810065,-0.095817014
TTC,0.02426726,,0.063651972,0.061795462,0.026389043,0.099508809,-0.059842856,-0.058551747
TTD,0.024983025,,0.195105362,1.082596883,1.019034717,0.80251525,-0.163253692,-0.499361859
TTE,-0.007153286,,-0.020809605,-0.01885872,-0.078523787,0.069360451,0.021251848,0.128623822
TTEK,0.023184463,,-0.004773249,0.130591733,0.396052783,0.571515462,0.004796142,-0.262478808
TTWO,-0.009175713,,0.040137353,0.042737936,-0.12360158,-0.253287584,-0.038588512,0.107127342
TU,0.046223962,,0.007161498,-0.056640619,-0.111979124,0.102213586,-0.007110576,0.132743302
TV,0.015075362,,-0.020100483,-0.005025121,-0.090452294,-0.06532663,0.0205128,0.184523852
TW,-0.01648308,,-0.000295612,-0.076434706,-0.031977141,-0.132610376,0.000295699,0.034296012
